gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Gm8922	5.691857909140978	-0.774954671217849	1.692482676781881	0.4578804154683359	0.6470383579082799	0.782611435381079
Gm8923	104.1550131717876	-0.1160794061555052	0.3945988440883714	0.294170669515466	0.76862749190468	0.868726328968586
Gm8926	7.330548572727154	-2.427096308730029	1.6677133222322877	1.455343839000628	0.14557409580419273	0.25526479451463713
Gm8927	4.497334516987458	-0.8255750737264452	1.6306431525868184	0.5062880081498948	0.612654480147284	0.7558004350062038
Gm8935	56.8910448742393	2.5904130085184836	0.6255999988681181	-4.1406857627961164	3.46269055466183e-5	1.3035648564025876e-4
Gm8994	2.838571281641761	-1.046737518558243	2.0116018546715067	0.5203502453168968	0.6028194815865411	0.748468064382727
Gm9	7.56841016654397	-0.7860638200632265	1.2725175262516313	0.6177233742144844	0.5367577013508353	0.6945524117853783
Gm9008	258.2124692445342	-0.5594168900166306	0.2340416207848515	2.3902453253427445	0.01683712186919587	0.03938950201067415
Gm9013	3.0225213273802094	1.6879831270444303	2.0317159202400163	-0.8308165084639494	0.4060772952262892	0.5716709682925809
Gm9027	7.5757080541776824	-1.6253707660768428	1.339915005627911	1.2130401997514473	0.22511445138871258	0.36368320247717667
Gm904	24.30491682816183	-0.3555130091642774	0.7245030547086295	0.49069911693781976	0.6236392711594976	0.764396345566097
Gm9115	52.22356801642715	0.9942596363930256	0.5051113243110869	-1.968397041482054	0.04902237204446795	0.10044831944240928
Gm9120	3.5511362107709696	-1.039432183076559	1.861130501115954	0.5584950558025373	0.5765063797483777	0.7270665529414403
Gm9144	23.178387208389488	0.5713383216703042	0.7512434965887022	-0.7605234844157405	0.4469417370331467	0.6123790985506042
Gm9169	3.80413966390994	-2.17395778803865	1.9999007976437715	1.0870328121274553	0.27702230888425267	0.4282584718239077
Gm9200	3.0641024229464473	-0.730691450383987	1.971747756751991	0.37058059170186963	0.710949939959366	0.8296761037427894
Gm9234	3.3265599296231367	-0.8891179578926337	2.1196249919334167	0.41946946336088653	0.6748730673232443	0.8028473082552232
Gm9239	4.649157520697387	5.723610624426101	2.2176068344671913	-2.5809852925535703	0.009851877884556605	0.024278571536397595
Gm9285	27.187988364266033	-1.065171046826618	0.6820388505242201	1.5617454137809301	0.118347975688647	0.21528284937904268
Gm9294	3.5575146937593836	-2.055403704650966	2.0324835217529906	1.0112769341806063	0.31188390257836035	0.4701500243798574
Gm9358	4.686185738510441	0.8461687574000926	1.586520434958566	-0.5333487919569037	0.5937921582180681	0.7409737425197903
Gm9385	294.73437206905265	-0.4205934882506431	0.23292528235748095	1.8057013132869761	0.07096500742227163	0.13906879065834188
Gm9392	3.0823553083294613	-1.794352645487727	2.156251908059486	0.8321628093549378	0.40531705298015847	0.5708965749939047
Gm9442	3.0537658058265	0.179616671808191	1.9344697247114504	-0.092850598545802	0.9260222527719424	0.960104314965021
Gm9493	4.919807297093869	0.6528945211452436	1.541759012155837	-0.42347378286591175	0.6719496226953292	0.800370964391862
Gm9517	51.15665548788019	0.8337945161204923	0.5525254138746168	-1.5090609321903572	0.13128321219509947	0.2348621958688321
Gm9522	8.49712448001477	-0.20904627062067038	1.2280269640008465	0.1702293815598387	0.8648297457868183	0.9285041847516431
Gm9531	79.50919039451426	-0.2574791202473296	0.45945224615205865	0.5604045304027423	0.5752035421765782	0.726116666964591
Gm9568	3.2762818546526544	0.37062555395633284	1.9271521855621478	-0.19231774051524728	0.8474933228528598	0.9189715747061549
Gm9575	3.792860005136991	-1.1897238873139824	1.7953025937289302	0.6626871099444402	0.5075309669744531	0.6691652570391919
Gm9581	177.74181602093782	-0.21061669734854693	0.2714211869497824	0.7759773646097666	0.4377623509289996	0.603541988320398
Gm9597	3.93221386283067	3.9467339039939544	2.240504089760485	-1.7615383618495735	0.07814732602467576	0.15084472686622777
Gm960	76.02054911429684	0.34750215949609564	0.40859211664710776	-0.8504866964827562	0.3950545536858249	0.5603439378377676
Gm9602	4.024247182383065	-0.570893467417567	1.9761012913259948	0.2888988888998137	0.7726587540214351	0.8718833426928722
Gm9625	2300.180547609694	-0.5071395412564439	0.09119579250781643	5.560997139346936	2.6823759474348445e-8	1.4686259326367282e-7
Gm9694	4.012012663453263	-0.21666600470839092	1.7120825309592063	0.12655114504731396	0.8992956665398648	0.9477787497821016
Gm9722	5.235299707125421	-1.80941285083781	1.6055777487196312	1.1269543641101947	0.2597617763385107	0.40726996842651564
Gm9725	5.901556513919531	-0.6352370445677685	1.423372467927051	0.44629010247254897	0.655387704773034	0.788846512612941
Gm9726	14.120661033329483	0.23212850352772266	1.2832111966174429	-0.18089656959011552	0.8564487615032146	0.9241363505932082
Gm9727	32.83835818900166	0.2817445325487766	0.6308650160034046	-0.44660034302370655	0.6551636478940333	0.7887266074520444
Gm973	10.763836507976126	1.3024693854109761	1.106409552916038	-1.1772036692725631	0.23911422448373285	0.38105133514049516
Gm9732	43.88718788419267	0.31154152085285014	0.5421290243927802	-0.5746630540613407	0.5655191989460946	0.7182785096493213
Gm9748	4.467801972831495	0.413730720473299	1.6270201749822737	-0.25428739411778134	0.7992735378389925	0.8882432198793089
Gm9755	27.112208175845744	-0.42069865508677634	0.7074932993368082	0.5946327060357065	0.5520890129612789	0.7069817887708746
Gm9761	151.7208300774241	-0.06903825402603833	0.290122508277397	0.23796241951702787	0.811910241901149	0.8964436001762566
Gm9762	128.9206913961353	-0.07836319256439456	0.3125788431391216	0.25069896534717456	0.8020468606733288	0.8898810884916936
Gm9767	25.8635769864604	-1.577594138940482	0.7170436648931049	2.200136778526125	0.027797192161909866	0.06131828410193923
Gm9769	232.20213581189972	-0.211167820927018	0.28832962711149634	0.7323833594296569	0.4639346126484638	0.6283273974010355
Gm9770	28.523580525627246	1.1525238554498323	0.6661577853644031	-1.730106411380265	0.08361126496155934	0.16004310481619194
Gm9774	100.25924166001715	0.28670508603290445	0.3566787391310419	-0.8038188279217016	0.4215016144734316	0.5872117517189759
Gm9776	202.64455910762754	-0.5527970878303017	0.25172165279125486	2.196064906218932	0.028087298006222255	0.061850604700441944
Gm9791	3.9766240833559126	0.8335106220684891	1.7714719331918314	-0.4705186723261671	0.6379844969647728	0.7761035896478251
Gm9795	12.786748327970729	-1.1703631292038872	0.9880746756804633	1.1844885391864601	0.23621973039789018	0.3776457183046815
Gm9796	39.05214849730535	-0.9692092857941081	0.5795039761778609	1.6724808209023216	0.09442954670688375	0.1775187541364441
Gm9797	108.44177536169444	-0.497803611965931	0.40153687242801483	1.2397457024452325	0.21506946717602438	0.3515771938060612
Gm9800	1102.689993435813	-1.0169933023139752	0.11726592904399641	8.672538652999668	4.2259126114927e-18	5.072962645677632e-17
Gm9801	7.047003136849723	0.9583652078726189	1.3796665633590979	-0.6946353802612065	0.48728383392257585	0.6504529380159901
Gm9803	8.919164847011356	-0.04855087348765235	1.1875702557194368	0.0408825273737089	0.9673895469370393	0.9837903644779015
Gm9812	10.41318578215847	-1.002239610198161	1.1076765099541481	0.9048125523937023	0.3655647005749272	0.5295230263863373
Gm9816	16.283125882592657	-0.595648066942051	0.8662609899576859	0.6876080925347297	0.4916996107150616	0.6545783091025821
Gm9824	8.040217979967862	-0.39110763182635433	1.3142300421441664	0.2975944996572002	0.7660126731149266	0.8671110238885777
Gm9825	4806.919679215836	-0.168432940826918	0.07593318898215087	2.218172884409088	0.02654304682064407	0.058886481775119244
Gm9828	137.03425739716272	-0.20585073581544983	0.30283909381729657	0.6797363352950725	0.49667142462357605	0.6592953498052143
Gm9830	194.91014483785347	-0.46240663173771646	0.27125179704856733	1.7047136157955962	0.0882478491956688	0.16774908645415004
Gm9833	574.8534611183906	-0.26912901041041215	0.1599071456465214	1.6830330459736198	0.09236869437918603	0.17448745515797956
Gm9840	40.22330530134265	-0.3006774414368798	0.5857322064269638	0.5133360230796391	0.6077162896064012	0.7519342300146877
Gm9843	76.75080168625159	-0.8572877655600771	0.4129122460256069	2.0761984509098625	0.0378756005011875	0.08035306744729223
Gm9844	64.61095190752714	-0.6231505320803001	0.45207911474371876	1.378410352872773	0.16807662877294863	0.28733049502091323
Gm9855	2110.2953918418707	-0.04730931683580207	0.09230334601919442	0.5125417319753948	0.6082719212182457	0.752291045399667
Gm9857	12.96337684906776	-0.3112047556696643	0.9670182800635873	0.3218188963803257	0.7475898980045015	0.8547030970752523
Gm9864	10.130403339273236	-0.6644471200697541	1.1404564455112407	0.582615077221908	0.5601524533395097	0.7137390991463013
Gm9866	12.439303024926334	0.4510950971993342	0.995760518418761	-0.4530156486980024	0.6505374732779389	0.785345060909149
Gm9870	120.95926277820755	-0.04685625536827709	0.32326916020279894	0.14494502147647612	0.8847542797469391	0.9404874825855708
Gm9873	71.80594832582544	-0.662238489571201	0.4258543829848046	1.5550820093234337	0.1199265390619073	0.21760617613268238
Gm9884	4.461771787874431	0.4174088334757491	1.6273524466096796	-0.2564956560856571	0.7975681342221773	0.8868864369727896
Gm9885	53.011350868642864	-0.18801829686939686	0.48889105261283117	0.38458117788114793	0.7005477414303378	0.8214167418941773
Gm9887	9.195322361317874	-0.7315205117205335	1.2074253972382218	0.605851519600102	0.544613354923986	0.7010840950016206
Gm9888	3.5419286028235506	-0.23694545056920605	1.8225342948792425	0.13000877472371822	0.8965594843892878	0.9462820606316713
Gm9892	75.33519525568407	-0.3726700486323059	0.4298959575205474	0.8668842823777744	0.386005416249714	0.5507535822006687
Gm9899	167.26900584314373	0.12844176772140015	0.2959600568842282	-0.43398345396197563	0.6643004563535841	0.7951950379328551
Gm9903	14.687992431815921	-1.1163605021474405	0.9309003571725256	1.1992266342428133	0.23043983351742944	0.37049238474117874
Gm9905	20.072808464739293	-0.5625902744314976	0.7908855504689903	0.7113422088668644	0.4768722015693069	0.6408286157484361
Gm9910	8.311438862978292	-1.793329888794409	1.33002058812877	1.348347465295614	0.17754665238328735	0.30070807829947527
Gm9913	4.238312697395275	0.2775223770282372	1.6776165984504907	-0.16542658035487204	0.8686082337874321	0.9308789700427222
Gm9916	39.34008745764783	-0.20598383817522595	0.5908739677192938	0.3486087548759342	0.7273830541645508	0.8414667381480156
Gm9917	8.732025559778698	-0.7612337843749118	1.18031075808248	0.6449435279329352	0.518963782497918	0.6796677680417322
Gm9923	173.1885096851231	0.23010517812527345	0.3315722060333461	-0.693982106878198	0.4876934302146337	0.650771268458334
Gm9924	2.844427317583149	-0.5317134096687307	2.1103670687191283	0.25195304530194845	0.8010773575614675	0.8892286021034036
Gm9936	43.22625732629403	-1.9212818696906593	0.5573288818037837	3.447303616264187	5.662118807327607e-4	0.0017618260370043273
Gm9938	484.1291324968852	0.9909050815647004	0.17277305834933937	-5.735298610974025	9.734069272338727e-9	5.579922829357405e-8
Gm9939	13.214122283861675	-0.5668977318248107	0.956781372480668	0.5925049840330844	0.5535124842575851	0.7081914092896783
Gm9947	6.4124409589743046	-2.5772746996460096	1.6012353716057481	1.6095539390073998	0.10749527063472147	0.19829477795103112
Gm9958	40.064430855589315	-0.4587147708531124	0.5639785941406972	0.8133549315857114	0.41601459094749027	0.5818268201578793
Gm996	1131.1426833892228	0.023299424372193466	0.1284799905879485	-0.18134671605727035	0.8560954397489993	0.9240834915319722
Gm9962	5.395747393664969	0.855439953883805	1.5716358079342863	-0.5442990987894143	0.5862356670083764	0.7351141656663331
Gm9967	13.16875720317958	-0.1509386467981912	0.9630429135498555	0.15673096668332143	0.8754568807957582	0.9352667334306053
